轮次编号,任务描述,总执行次数,成功次数,失败次数,平均耗时(ms),最大耗时(ms),最小耗时(ms),总耗时(s),吞吐量(tps),成功率,错误率
1,163,10,10,0,5,10,1,0.054,0.333328,1,0
1,164,8,7,1,6,10,1,0.049,0.266663,0.875,0.125
1,165,6,6,0,5,10,1,0.035,0.199997,1,0
1,166,19,18,1,6,10,1,0.119,0.633324,0.947368,0.0526316
1,167,16,13,3,6,15,1,0.11,0.533325,0.8125,0.1875
1,168,10,10,0,6,10,1,0.063,0.333328,1,0
1,169,8,8,0,5,10,1,0.041,0.266663,1,0
1,170,6,6,0,4,8,1,0.026,0.199997,1,0
1,171,19,17,2,5,10,2,0.112,0.633324,0.894737,0.105263
1,172,16,15,1,6,11,2,0.109,0.533325,0.9375,0.0625
1,173,10,9,1,6,10,3,0.063,0.333328,0.9,0.1
1,174,8,8,0,6,9,4,0.054,0.266663,1,0
1,175,6,6,0,6,10,3,0.04,0.199997,1,0
1,176,19,16,3,6,13,1,0.128,0.633324,0.842105,0.157895
1,177,16,15,1,5,10,1,0.088,0.533325,0.9375,0.0625
1,178,10,8,2,6,12,1,0.062,0.333328,0.8,0.2
1,179,8,8,0,7,10,4,0.056,0.266663,1,0
1,180,6,4,2,5,8,3,0.035,0.199997,0.666667,0.333333
1,181,19,18,1,6,11,1,0.125,0.633324,0.947368,0.0526316
1,182,16,14,2,6,11,1,0.099,0.533325,0.875,0.125
1,183,10,9,1,6,12,1,0.063,0.333328,0.9,0.1
1,184,8,8,0,6,10,3,0.05,0.266663,1,0
1,185,6,4,2,5,10,3,0.03,0.199997,0.666667,0.333333
1,186,19,17,2,6,10,1,0.114,0.633324,0.894737,0.105263
1,187,16,11,5,5,10,1,0.082,0.533325,0.6875,0.3125
1,188,10,9,1,6,11,2,0.067,0.333328,0.9,0.1
1,189,8,7,1,5,11,1,0.043,0.266663,0.875,0.125
1,190,6,6,0,6,11,3,0.037,0.199997,1,0
1,191,19,19,0,6,12,1,0.118,0.633324,1,0
1,192,16,14,2,6,11,1,0.103,0.533325,0.875,0.125
1,193,10,8,2,6,10,1,0.062,0.333328,0.8,0.2
1,194,8,7,1,5,10,1,0.041,0.266663,0.875,0.125
1,195,6,6,0,6,10,2,0.037,0.199997,1,0
1,196,20,16,4,5,10,2,0.109,0.666657,0.8,0.2
1,197,16,13,3,6,12,1,0.107,0.533325,0.8125,0.1875
1,198,10,10,0,4,10,2,0.046,0.333328,1,0
1,199,8,7,1,6,11,1,0.052,0.266663,0.875,0.125
1,200,6,6,0,5,9,2,0.033,0.199997,1,0
1,201,22,21,1,6,10,1,0.153,0.733322,0.954545,0.0454545
1,202,16,15,1,7,11,4,0.119,0.533325,0.9375,0.0625
1,203,10,8,2,5,10,1,0.054,0.333328,0.8,0.2
1,204,8,7,1,3,6,2,0.031,0.266663,0.875,0.125
1,205,6,6,0,4,9,1,0.028,0.199997,1,0
1,206,21,17,4,5,10,1,0.112,0.699989,0.809524,0.190476
1,207,16,14,2,5,10,1,0.094,0.533325,0.875,0.125
1,208,10,10,0,6,15,1,0.064,0.333328,1,0
1,209,8,6,2,5,10,1,0.04,0.266663,0.75,0.25
1,210,6,6,0,5,10,2,0.03,0.199997,1,0
1,211,24,23,1,5,12,1,0.142,0.799988,0.958333,0.0416667
1,212,16,13,3,5,9,1,0.083,0.533325,0.8125,0.1875
1,213,10,10,0,5,10,3,0.059,0.333328,1,0
1,214,8,8,0,6,10,2,0.052,0.266663,1,0
1,215,6,5,1,6,10,3,0.041,0.199997,0.833333,0.166667
1,216,23,21,2,6,10,1,0.142,0.766655,0.913043,0.0869565
1,217,16,15,1,5,11,1,0.087,0.533325,0.9375,0.0625
1,218,10,8,2,5,9,2,0.057,0.333328,0.8,0.2
1,219,8,6,2,8,10,4,0.064,0.266663,0.75,0.25
1,220,6,6,0,7,9,4,0.042,0.199997,1,0
1,221,23,22,1,5,11,1,0.124,0.766655,0.956522,0.0434783
1,222,16,12,4,5,11,1,0.092,0.533325,0.75,0.25
1,223,10,9,1,5,9,1,0.054,0.333328,0.9,0.1
1,224,8,7,1,5,11,2,0.042,0.266663,0.875,0.125
1,225,6,5,1,5,8,3,0.03,0.199997,0.833333,0.166667
1,226,26,24,2,6,11,1,0.165,0.866654,0.923077,0.0769231
1,227,16,16,0,6,10,1,0.096,0.533325,1,0
1,228,10,10,0,7,11,1,0.075,0.333328,1,0
1,229,8,6,2,6,10,2,0.052,0.266663,0.75,0.25
1,230,6,4,2,6,9,1,0.036,0.199997,0.666667,0.333333
1,231,26,23,3,6,11,1,0.156,0.866654,0.884615,0.115385
1,232,16,16,0,6,10,1,0.103,0.533325,1,0
1,233,10,9,1,5,10,1,0.056,0.333328,0.9,0.1
1,234,8,7,1,5,8,2,0.041,0.266663,0.875,0.125
1,235,6,6,0,3,7,1,0.023,0.199997,1,0
1,236,26,25,1,6,11,2,0.166,0.866654,0.961538,0.0384615
1,237,16,15,1,5,11,1,0.087,0.533325,0.9375,0.0625
1,238,10,8,2,7,11,2,0.07,0.333328,0.8,0.2
1,239,8,8,0,4,10,1,0.037,0.266663,1,0
1,240,6,6,0,9,12,7,0.057,0.199997,1,0
1,241,26,24,2,6,11,2,0.165,0.866654,0.923077,0.0769231
1,242,16,14,2,6,10,1,0.106,0.533325,0.875,0.125
1,243,10,10,0,6,10,1,0.064,0.333328,1,0
1,244,8,7,1,8,10,5,0.064,0.266663,0.875,0.125
1,245,6,5,1,4,10,1,0.029,0.199997,0.833333,0.166667
1,246,26,23,3,5,11,1,0.154,0.866654,0.884615,0.115385
1,247,16,15,1,5,12,1,0.094,0.533325,0.9375,0.0625
1,248,10,8,2,5,8,2,0.053,0.333328,0.8,0.2
1,249,8,7,1,4,8,2,0.037,0.266663,0.875,0.125
1,250,6,6,0,5,9,3,0.033,0.199997,1,0
1,251,26,26,0,5,10,1,0.144,0.866654,1,0
1,252,16,12,4,6,14,1,0.105,0.533325,0.75,0.25
1,253,10,9,1,6,10,2,0.069,0.333328,0.9,0.1
1,254,8,8,0,7,10,1,0.057,0.266663,1,0
1,255,6,6,0,5,10,2,0.034,0.199997,1,0
1,256,17,16,1,5,10,1,0.096,0.566658,0.941176,0.0588235
1,257,16,15,1,7,11,3,0.113,0.533325,0.9375,0.0625
1,258,10,9,1,6,12,1,0.061,0.333328,0.9,0.1
1,259,8,6,2,7,10,3,0.06,0.266663,0.75,0.25
1,260,6,3,3,6,10,3,0.038,0.199997,0.5,0.5
1,261,21,20,1,6,11,4,0.144,0.699989,0.952381,0.047619
1,262,11,9,2,5,10,1,0.058,0.366661,0.818182,0.181818
1,263,10,10,0,5,11,1,0.054,0.333328,1,0
1,264,8,6,2,3,6,1,0.031,0.266663,0.75,0.25
1,265,6,5,1,6,11,1,0.036,0.199997,0.833333,0.166667
1,266,17,16,1,7,11,1,0.119,0.566658,0.941176,0.0588235
1,267,11,11,0,6,10,2,0.07,0.366661,1,0
1,268,10,9,1,7,11,3,0.073,0.333328,0.9,0.1
1,269,8,8,0,4,8,2,0.033,0.266663,1,0
1,270,6,4,2,6,11,2,0.04,0.199997,0.666667,0.333333
1,271,26,21,5,5,10,1,0.144,0.866654,0.807692,0.192308
1,272,16,13,3,7,11,1,0.116,0.533325,0.8125,0.1875
1,273,10,9,1,4,10,1,0.049,0.333328,0.9,0.1
1,274,8,6,2,4,10,1,0.037,0.266663,0.75,0.25
1,275,6,4,2,7,9,6,0.043,0.199997,0.666667,0.333333
1,276,17,14,3,5,11,1,0.101,0.566658,0.823529,0.176471
1,277,14,14,0,4,10,1,0.068,0.46666,1,0
1,278,10,9,1,5,8,3,0.05,0.333328,0.9,0.1
1,279,8,5,3,5,9,2,0.04,0.266663,0.625,0.375
1,280,6,4,2,5,8,3,0.031,0.199997,0.666667,0.333333
1,281,17,17,0,6,13,2,0.104,0.566658,1,0
1,282,14,14,0,4,10,1,0.068,0.46666,1,0
1,283,10,10,0,6,12,2,0.069,0.333328,1,0
1,284,8,7,1,5,11,1,0.046,0.266663,0.875,0.125
1,285,6,5,1,6,11,1,0.037,0.199997,0.833333,0.166667
1,286,17,14,3,6,10,1,0.11,0.566658,0.823529,0.176471
1,287,15,14,1,6,11,1,0.09,0.499992,0.933333,0.0666667
1,288,10,9,1,5,10,1,0.058,0.333328,0.9,0.1
1,289,8,6,2,4,11,2,0.037,0.266663,0.75,0.25
1,290,6,6,0,6,10,1,0.036,0.199997,1,0
1,291,18,18,0,5,11,2,0.104,0.599991,1,0
1,292,15,12,3,5,11,3,0.088,0.499992,0.8,0.2
1,293,10,9,1,7,11,2,0.07,0.333328,0.9,0.1
1,294,8,5,3,5,9,1,0.041,0.266663,0.625,0.375
1,295,6,6,0,6,10,1,0.038,0.199997,1,0
1,296,17,15,2,4,10,1,0.081,0.566658,0.882353,0.117647
1,297,16,15,1,6,10,2,0.101,0.533325,0.9375,0.0625
1,298,10,9,1,6,10,1,0.065,0.333328,0.9,0.1
1,299,8,8,0,8,11,3,0.064,0.266663,1,0
1,300,6,5,1,4,7,1,0.027,0.199997,0.833333,0.166667
1,301,18,17,1,6,10,1,0.115,0.599991,0.944444,0.0555556
1,302,16,11,5,5,11,2,0.091,0.533325,0.6875,0.3125
1,303,10,9,1,6,10,1,0.065,0.333328,0.9,0.1
1,304,8,5,3,6,12,1,0.054,0.266663,0.625,0.375
1,305,6,6,0,6,10,2,0.041,0.199997,1,0
1,306,18,17,1,5,9,1,0.096,0.599991,0.944444,0.0555556
1,307,16,15,1,5,10,1,0.082,0.533325,0.9375,0.0625
1,308,10,10,0,6,11,1,0.064,0.333328,1,0
1,309,8,8,0,4,10,1,0.033,0.266663,1,0
1,310,6,6,0,6,10,1,0.038,0.199997,1,0
1,311,18,17,1,5,11,1,0.101,0.599991,0.944444,0.0555556
1,312,16,14,2,5,10,2,0.083,0.533325,0.875,0.125
1,313,10,9,1,5,11,2,0.051,0.333328,0.9,0.1
1,314,8,8,0,7,11,2,0.063,0.266663,1,0
1,315,6,5,1,5,10,1,0.034,0.199997,0.833333,0.166667
1,316,19,18,1,5,11,2,0.108,0.633324,0.947368,0.0526316
1,317,16,14,2,6,11,1,0.104,0.533325,0.875,0.125
1,318,10,10,0,5,10,1,0.057,0.333328,1,0
1,319,8,8,0,5,10,2,0.041,0.266663,1,0
1,320,6,5,1,5,10,2,0.034,0.199997,0.833333,0.166667
1,321,18,17,1,6,11,2,0.117,0.599991,0.944444,0.0555556
1,322,16,13,3,5,10,2,0.092,0.533325,0.8125,0.1875
1,323,10,9,1,7,11,1,0.075,0.333328,0.9,0.1
1,324,8,7,1,5,9,1,0.046,0.266663,0.875,0.125
1,325,6,4,2,5,10,1,0.033,0.199997,0.666667,0.333333
1,326,19,18,1,6,10,2,0.121,0.633324,0.947368,0.0526316
1,327,16,16,0,5,10,1,0.091,0.533325,1,0
1,328,10,9,1,6,10,2,0.061,0.333328,0.9,0.1
1,329,8,8,0,4,9,1,0.032,0.266663,1,0
1,330,6,6,0,4,10,1,0.027,0.199997,1,0
1,331,19,16,3,4,10,1,0.09,0.633324,0.842105,0.157895
1,332,16,15,1,4,9,1,0.076,0.533325,0.9375,0.0625
1,333,10,9,1,7,11,2,0.076,0.333328,0.9,0.1
1,334,8,8,0,5,10,1,0.041,0.266663,1,0
1,335,6,6,0,4,10,1,0.027,0.199997,1,0
1,336,19,15,4,6,11,2,0.118,0.633324,0.789474,0.210526
1,337,16,15,1,5,11,2,0.091,0.533325,0.9375,0.0625
1,338,10,10,0,7,10,1,0.072,0.333328,1,0
1,339,8,5,3,5,8,1,0.043,0.266663,0.625,0.375
1,340,6,6,0,6,10,2,0.037,0.199997,1,0
1,341,19,19,0,5,10,1,0.099,0.633324,1,0
1,342,16,12,4,6,12,1,0.104,0.533325,0.75,0.25
1,343,10,10,0,5,9,3,0.057,0.333328,1,0
1,344,8,8,0,5,10,1,0.044,0.266663,1,0
1,345,6,6,0,4,10,2,0.027,0.199997,1,0
1,346,19,16,3,6,10,2,0.124,0.633324,0.842105,0.157895
1,347,16,13,3,5,11,1,0.084,0.533325,0.8125,0.1875
1,348,10,9,1,5,11,1,0.059,0.333328,0.9,0.1
1,349,8,8,0,6,10,2,0.05,0.266663,1,0
1,350,6,6,0,4,8,2,0.029,0.199997,1,0
1,351,19,17,2,6,10,1,0.116,0.633324,0.894737,0.105263
1,352,16,15,1,6,14,1,0.105,0.533325,0.9375,0.0625
1,353,10,9,1,5,10,2,0.053,0.333328,0.9,0.1
1,354,8,7,1,7,10,2,0.059,0.266663,0.875,0.125
1,355,6,6,0,7,12,2,0.047,0.199997,1,0
